1,6184
1,7212
1,4065
1,234
1,6180
1,116
2,5958
2,7671
2,8972
2,1132
30450,6391
30450,1212
30450,6180
30450,8292
30450,9464
30450,6415
4,8873
4,974
4,8972
4,4766
5,6385
5,1421
5,6180
5,3499
5,2164
6,3566
6,9514
6,6180
6,7212
6,9464
6,6415
6,5006
6,7517
6,1132
25751,8334
25751,6180
25751,4790
25751,6527
25751,2746
25751,9464
25751,4026
25751,6527
25751,3063
25751,4065
46759,1329
46759,5652
46759,639
46759,4790
46759,6180
46759,6415
9,5261
9,8757
9,4308
9,2664
9,8010
43478,2968
43478,7475
43478,3757
43478,3740
43478,5435
11,7372
11,8771
11,523
11,8930
11,571
11,9896
12,3499
12,6180
12,6385
12,3598
12,2164
13,8873
13,2746
13,5500
14,1034
14,1132
14,1212
14,7168
14,8259
14,4791
14,8589
14,8417
14,7848
15,2160
15,2968
15,7475
15,1481
49872,7503
49872,3959
49872,8757
49872,4445
49872,8334
49872,9464
49872,3273
17,7155
17,8848
49868,192
49868,5006
49868,8110
49868,6127
49868,4929
49868,886
49868,8334
19,3435
19,2968
19,6920
19,3740
19,8777
19,8930
19,1132
20,8334
20,4693
20,9826
20,4026
20,1469
20,2746
20,6127
20,234
21,8334
21,4693
21,110
21,9464
21,4026
21,2746
21,234
21,6920
22,7264
22,7715
22,1132
22,8757
22,110
23,5684
23,1225
23,6508
24,5261
24,8010
24,6508
24,1231
24,4686
24,8334
24,9464
24,8823
24,9021
25,7168
25,1715
25,749
25,4790
25,8417
25,6415
25,9464
26,5908
26,8827
26,6712
26,5684
26,8647
26,3824
26,9464
26,702
26,2746
26,4308
26,1169
27,2449
27,6010
27,6027
27,8757
27,6184
27,3673
27,8417
47831,7475
47831,7571
47831,9917
47831,234
47831,4065
29,8259
29,9646
29,8417
29,5813
29,2664
29,9487
29,1132
39993,7212
39993,8334
39993,6316
39993,9464
39993,2746
31,3036
31,9818
31,2968
31,9417
31,7288
31,1177
31,6920
31,243
31,7513
17474,5185
17474,8010
17474,6437
17474,9021
17474,4501
47172,1477
47172,1397
47172,6180
47172,7027
34,110
34,9464
34,6415
34,2402
34,8110
35,8561
35,500
35,825
35,8417
49943,6797
49943,4929
37,1132
37,5374
37,192
39,9384
39,3637
39,1212
39,4983
37044,1181
37044,8334
37044,5078
37044,8010
37044,17
40061,8873
40061,2402
40061,4308
40061,7792
40061,7281
40061,7805
40061,5261
40061,1715
40061,8561
40061,7984
40061,9464
40061,8334
42,6180
42,8334
42,4790
42,2746
42,165
42,9464
42,7212
42,4065
42,6184
42,1469
42,6180
49044,2746
49044,8334
49044,165
49044,6316
49044,6527
49044,4026
49044,8004
49044,8835
44,9896
44,8004
44,7775
44,3687
49313,977
49313,8757
49313,6184
49313,6180
49313,110
49313,234
47478,2746
47478,8334
47478,7135
47478,110
47478,2108
36038,2746
36038,3920
36038,8334
48466,8004
48466,8417
48466,1169
48466,2746
48466,3153
48466,5696
48466,8465
48466,192
48466,8873
48466,6607
49,2746
49,165
49,9464
49,6180
49,8334
49,9728
49,4065
49,4155
50,7168
50,8757
50,8334
50,4322
50,5261
50,6027
50,2361
51,7671
51,1673
51,8972
51,9930
51,3344
51,7212
51,8417
51,3431
52,1646
52,7427
52,7848
52,8417
52,4929
52,886
52,8334
52,1169
52,9464
53,4829
53,5261
53,7848
53,1481
53,5625
53,9464
53,8417
53,8662
53,8827
53,5662
53,7848
43979,3868
43979,566
43979,9548
43979,8334
43979,5625
43979,886
43979,8757
55,5652
55,5774
55,1132
55,9194
55,8004
56,7168
56,8417
56,6389
56,6893
56,9021
56,9464
56,8757
56,6607
57,1646
57,5186
57,1829
57,8465
57,8417
48528,5186
48528,4929
48528,4790
49951,1212
49951,4929
49951,1034
49951,8110
49951,7848
49951,8589
49951,4905
49951,2371
24347,6180
24347,6385
24347,1421
24347,8694
24347,6076
24347,4065
61,7627
61,3740
61,7475
61,4065
61,4723
62,8659
62,110
62,7135
62,234
62,110
62,1212
62,3499
63,2968
63,6920
49916,8972
49916,1673
49916,8465
49916,8873
49916,6180
49916,5272
23725,1212
23725,7475
23725,2968
23725,234
23725,1481
66,4065
66,1212
66,6180
66,6385
67,3036
67,8334
67,1132
67,1481
67,4065
49132,3435
49132,8334
49132,1212
69,8004
69,1421
69,8788
27088,2746
27088,9576
27088,9464
27088,4693
27088,8334
27088,110
27088,9780
27088,8757
27088,4065
27088,7212
71,7196
71,6127
71,6184
71,8334
71,4693
71,9119
71,2746
71,4026
71,1469
71,7954
71,2355
71,9464
71,234
49389,2402
49389,8417
49389,6180
49389,1673
49389,1132
49389,373
49344,9760
49344,6180
41929,8334
41929,7857
41929,9119
41929,1074
41929,4065
41929,234
49866,7196
49866,8334
49866,1469
49866,8334
49866,2746
49866,9464
49866,8843
49866,7135
49213,9450
77,8873
77,1673
77,4729
77,5272
77,9464
77,6415
78,1169
78,4308
78,6180
78,7168
78,886
78,1481
78,6184
78,3673
78,9464
78,6415
78,9015
78,8757
25328,733
25328,4445
25328,4790
25328,7517
80,6468
80,7623
80,7440
80,1469
80,6184
81,6709
81,277
81,3266
81,1225
81,8873
81,2733
81,6484
48293,6122
48293,2664
48293,9121
48293,3708
48293,7974
48293,110
48293,7212
83,1210
83,8334
83,7453
83,2072
83,3101
83,234
43200,5272
43200,7017
43200,4322
43200,5696
43200,8004
49947,1212
49947,8004
49947,8334
49947,1080
49947,2968
49947,7346
49947,2565
49224,1422
49224,8417
49224,6508
